NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_SABATISTA;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_MACA;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050
160000447774;2016;4203600;Campos Novos;42;SC;20;F;0;1;1;4203600;Campos Novos;42;SC;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4203600;Campos Novos;42;SC;1;1;1;1;291;295;299;303;571.3;685.4;625.8;460.7;AEBAABCDBBBBCDBCBBDEDDAECDBBCDACBDCEDCECDECEE;ECBDCDDCCEBBCCEEDDEDCECCABECCEEDDADBDDAEADDEA;CEAAA99999DBEBDDADDAAEADCEAABBDBCEAAAEBEADCEDCADCB;BBDECEBCBDDBCABCCDBEDCCBDBCDCDCADEACAACECBBAC;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;160;160;180;160;160;820;D;G;C;D;3;D;A;B;D;A;A;B;A;B;A;A;A;A;C;A;A;C;A;C;B;C;C;B;5;0;5;3;5;5;5;2;1;1;3;3;1;C;A;A;A;A;D;A;A;A
160000447775;2016;2917508;Jacobina;29;BA;38;M;1;3;1;2910800;Feira de Santana;29;BA;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2917508;Jacobina;29;BA;1;1;1;1;291;295;300;304;487.6;656.2;627.8;566.1;ABABBDBBBBBABBBBBBBEBBBCCCDCDCCACDCCCCECAACAA;EBABAADAEEEDDBEEADEDDEDCBBEAABEDDBCCDDACAADAA;99999CCCBBBABEBDBCAAADEBDABDCBACDCDBABDCBBCBCEBECC;BDACCEAAEBACDBDEDDDEADDDDDDDADDDDDDCCCCCAAAAA;1;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;160;160;180;180;160;840;C;C;B;C;4;I;A;D;C;B;A;B;A;B;A;B;A;B;C;B;B;C;B;C;B;C;D;E;0;5;5;5;5;5;5;3;3;3;3;1;1;B;A;A;B;A;A;A;B;A
160000447776;2016;3522505;Itapevi;35;SP;30;F;2;3;1;3534401;Osasco;35;SP;1;9;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;C;B;2;D;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;C;B;E;2;5;5;5;2;5;5;5;5;5;5;5;5;A;A;A;A;A;A;A;B;A
160000447777;2016;3171204;Vespasiano;31;MG;25;F;0;3;1;3171204;Vespasiano;31;MG;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3171204;Vespasiano;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;B;B;F;9;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A;E;5;3;5;5;5;5;5;5;5;5;5;5;;A;A;A;A;A;A;A;A;A
160000447778;2016;3543402;Ribeirão Preto;35;SP;19;F;0;1;1;3543402;Ribeirão Preto;35;SP;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3543402;Ribeirão Preto;35;SP;1;1;1;1;291;295;300;304;513.5;531;554.8;503.4;ABADDBCDBDAEAEBECDDEEDDAEDBEBCBACDDCBEAADEEEC;EEACEADDCDBBECDBBBAADCACEBCCABEEDEECDCBCAAABE;99999BDAEBCAEEBBADAAADDCADDDCCBCBCEBBCDADDCDCEEEBB;ACECACDECDBEDEACDDCEBCCDAACECEDACBDCABCDBDCCC;1;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;100;120;120;100;80;520;D;E;B;B;5;H;A;B;D;B;B;B;A;B;A;B;A;A;C;B;A;D;B;B;B;C;D;B;5;0;2;5;5;5;5;1;5;0;5;5;1;A;A;A;A;A;A;A;A;A
160000447779;2016;3136702;Juiz de Fora;31;MG;32;F;1;1;1;3136702;Juiz de Fora;31;MG;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3136702;Juiz de Fora;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;D;B;B;2;E;A;B;B;A;A;B;B;A;A;A;A;B;B;B;A;C;A;A;A;C;L;D;5;5;5;5;5;5;5;5;5;5;3;5;4;C;A;A;A;A;B;A;A;A
160000447780;2016;1302603;Manaus;13;AM;20;M;0;3;1;1302603;Manaus;13;AM;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1302603;Manaus;13;AM;1;1;1;1;291;295;300;304;421.3;547.9;504.3;507.8;EDDDEACDBDDAACCABCADCBDECDEDCDEBEDCDCEEACABBA;BEBDDADCCCEAECDEBBCACEBAADABEBEDDBACDBDCDEDBB;ABEDC99999CEDABABDDDCADCDADBEBABCDABEDDCBBCECAAEBB;DAACBDBAEBDCDDCEACADCBDBACEACCBBCADBDAAAEBCBD;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;80;80;100;20;400;D;E;D;B;4;E;A;B;D;A;A;B;A;B;A;A;A;A;B;A;B;E;A;A;B;C;E;A;3;2;4;5;5;2;5;5;5;5;5;3;3;A;A;A;A;A;A;A;A;A
160000447781;2016;3171204;Vespasiano;31;MG;22;F;0;3;1;3106200;Belo Horizonte;31;MG;1;5;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;C;B;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;A;B;B;B;B;F;D;5;0;3;5;5;5;5;5;5;0;5;5;;A;A;A;A;A;A;A;A;A
160000447782;2016;1302603;Manaus;13;AM;45;M;;1;1;1302603;Manaus;13;AM;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;F;F;4;G;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;B;A;E;5;5;5;5;5;5;5;5;5;5;5;5;;A;A;B;D;A;A;B;C;D
160000447783;2016;2613701;São Lourenço da Mata;26;PE;18;M;0;1;1;2613701;São Lourenço da Mata;26;PE;2;0;2;1;0;26129566;2613701;São Lourenço da Mata;26;PE;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2613701;São Lourenço da Mata;26;PE;1;1;1;1;353;358;361;366;419.4;419.7;501.4;338.5;EBDAAEDCDBCACCEBDCADCCDAAEDAEACDEAADCACBDAEDE;ECBBDDBAECEAACBDEAAABEDECAEBBCCABBAEDCDBACCDE;ABDDA99999DBAACBECBBCDCDDEACDBDCACDBCEEBEDBAADDCBE;DCBAEABACBABADCBDCBADEBABCABCBBDBDBCECEADBADC;0;EDABDEBBCAEBXBACEBEACCCACCDBCBDACDEDECCACCAAD;EECBDDACBCABBCEAAADEEEDCABDDECBBABEBBBEDDEBED;ABCDDBCACDDBDAEBECABACCCDDACEEACAEAECCECCDAEBDAACD;BDEBBCAACCBADCCACEDCEBCBDDDEEEEBCEADCDCDBABBD;1;120;120;100;100;120;560;B;B;B;A;4;C;A;B;D;A;A;B;A;B;B;B;A;A;C;A;A;E;A;C;B;A;;;;;;;;3;5;1;4;1;3;4;;A;A;A;A;A;A;A;A;A
160000447784;2016;2611606;Recife;26;PE;16;M;0;3;1;2611606;Recife;26;PE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2611606;Recife;26;PE;1;1;1;1;292;296;299;303;576.8;690.4;652.3;763.7;ABACCCCBBBDECBDCBCCEEBEBEACDCBCBCCBBEDBAEDDAD;EEBABEBEDBBDACCCBCBDBEBADDEDDAACECAEAABBADCEE;CEDEA99999BABBCCECDADEADAEDABEBCCEBACEACCECEBCBDDB;AADCCBCBDDCADCDACDBAEEBDBAADBEBCBDDECCCDBAEEB;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;160;200;180;160;120;820;F;G;E;E;5;Q;B;D;E;B;B;B;B;B;A;B;A;B;D;B;B;E;B;E;B;A;;;;;;;;5;0;0;0;0;0;0;;C;A;A;A;C;D;A;A;A
160000398265;2016;2927408;Salvador;29;BA;19;F;0;2;1;2927408;Salvador;29;BA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2927408;Salvador;29;BA;1;1;1;1;292;296;302;306;491.1;541.2;592.2;598.3;DBDBCBDADEBDBCDABAEADBEBCEECBEBBBCDBADDDBDEDB;CBEDDDBBCCBDACCEDCDEEECAADECDCAADAABAABBBDBEB;99999ACDBBEEEEBEEACBECECABDAEBD*DAAADABDABDBEBCAAE;AAECDBBCBAECDAAAAEDBDBDDEBBEEDCEDEDCEDDBACCEA;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;100;100;100;140;560;C;E;B;B;4;C;A;B;C;A;A;B;A;A;A;B;A;A;C;B;A;D;B;B;B;C;E;D;5;0;3;5;5;5;5;5;5;5;0;5;5;D;A;A;A;A;A;A;A;B
160000398266;2016;5220454;Senador Canedo;52;GO;25;M;0;3;1;5300108;Brasília;53;DF;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE GOIÁS;52;GO;5220454;Senador Canedo;52;GO;1;1;1;1;291;295;302;306;540.6;597.8;574.1;721.3;ACDBABDCCBAABBBCADCCCDBACCECEDAACBBEBBEDDEEEB;ECEBEBDCAEBBDBAEAEBDCECADAACABEDDAEBECBCADDBA;AAEDA99999EEBEACCECEBCECBCDCEAEDEAAAEDCAADDBCDAAEE;CAEADBAADACECCAACECEDDCDBBDBACAECDEAADCCBCCEA;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;100;100;80;100;60;440;D;D;C;C;6;D;A;B;C;A;A;B;B;A;A;B;A;A;B;B;A;E;B;B;A;B;F;E;5;5;1;3;5;5;5;5;5;5;5;3;;A;A;A;A;D;A;A;B;D
160000398267;2016;4125506;São José dos Pinhais;41;PR;21;F;0;1;1;4125506;São José dos Pinhais;41;PR;1;5;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4125506;São José dos Pinhais;41;PR;1;1;1;1;353;358;362;367;538.2;609;567;420.1;CADBDCCBCAEDABCDDBCDCDCAACDBDCADACADCBCCECABA;EECDDEAAECCBBCBABADEBBDAEBEDEBABABBDAEECDCEEE;99999BCCBADEBBCCECAECDEECBAAEBBCDEEADABDCACAADABAE;CCBCBDBEDCCBBBBBDACCABDBDBCDBDDCADBCBDBAACDBB;1;EDABDEBBCAEBXBACEBEACCCACCDBCBDACDEDECCACCAAD;EECBDDACBCABBCEAAADEEEDCABDDECBBABEBBBEDDEBED;CDDABBCDACDDDBCCECAECDAECADAEBACEEEBDABACDACCCACAE;BDDDBDEBBCEBCEACAACEEEEACEDCBADCCDCDCDBABBDBC;1;120;120;140;120;100;600;B;E;C;B;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;B;B;B;B;F;E;3;0;4;4;4;5;5;4;5;3;5;5;;A;A;A;A;A;A;A;A;A
160000398268;2016;2800308;Aracaju;28;SE;21;M;0;3;1;2800308;Aracaju;28;SE;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2800308;Aracaju;28;SE;1;1;1;1;293;297;302;306;482.4;557.6;424.5;473.7;ACEDBDCADBDAAECBEBACCACCEDAECCABDBAECAECDADCD;DCEABCEBDDCBEBBDACADBAACDBCACEBCEADACADEEABEB;CEAAB99999CBEBAACEDECACBCBEACBEBDDAACDECBEADABDCAC;CAEDDBDCBBEBACEBADADECACBEBCAEBCBCDECADDCBADA;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;80;80;120;80;480;E;E;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B;C;F;B;5;0;2;5;3;5;5;5;5;2;5;5;3;B;A;A;A;A;A;A;A;A
160000398269;2016;3136702;Juiz de Fora;31;MG;34;F;0;1;1;3131307;Ipatinga;31;MG;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3136702;Juiz de Fora;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;E;C;B;4;F;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;D;B;B;B;B;B;D;5;0;5;5;5;5;5;0;0;0;5;5;;A;A;C;A;A;A;A;C;A
160000398270;2016;3550308;São Paulo;35;SP;25;F;0;2;1;3550308;São Paulo;35;SP;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;B;B;6;D;A;B;B;A;A;B;A;B;A;A;A;A;B;B;B;E;B;B;A;C;D;E;5;5;5;5;2;5;5;5;5;2;5;5;5;A;A;B;A;A;A;A;B;A
160000398271;2016;3304557;Rio de Janeiro;33;RJ;20;F;0;1;1;3301702;Duque de Caxias;33;RJ;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;292;296;302;306;562.4;619.6;557.6;603;AADDCAAADAAAACAABBCEAAEACAACAAAAADABAAAAAEACA;ECCCABBDDADDAACCEABDDCAAAEEBDAAAEBABCDBAADCEA;EDEBA99999AEEEBBABDADACDEABDDCCADAAAABBAAAAABAAAAA;BADADBABDABACBBAAAAAABBDCBAAAACEBCDCAEEBDBAAA;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;160;140;140;160;160;760;E;E;B;D;1;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;C;F;D;1;1;5;5;5;5;5;5;5;1;4;5;5;C;A;A;A;A;A;A;A;A
160000398272;2016;3543402;Ribeirão Preto;35;SP;18;F;0;1;1;5208707;Goiânia;52;GO;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5208707;Goiânia;52;GO;1;1;1;1;291;295;302;306;731.2;651.5;646.8;724.3;BCABBCEDDCBADBDCADBABDBEEDCBAEBCBBADBCDCAEDEE;ECBEAADCECBBDAEEACCDCEECEBBCAEEDDADCBDABEDEEA;EDECA99999DEBBEDAECDCCBEAAEAABBAEACBDBBCEBDBABBAAD;CEDADBDADBBCCEBAAECECCBDECCEDEDECCDCDEBCACCEA;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;160;160;120;160;120;720;G;G;E;E;4;Q;C;D;E;C;A;B;B;B;B;B;B;B;C;B;B;C;B;C;B;A;;;;;;;;5;5;1;4;2;5;5;;C;A;A;A;A;D;A;A;A
160000398273;2016;3550308;São Paulo;35;SP;22;F;0;2;1;3550308;São Paulo;35;SP;1;5;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;B;2;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;A;C;D;E;5;5;5;5;5;5;5;5;5;5;0;5;1;A;A;A;A;A;A;A;B;A
160000398274;2016;2304400;Fortaleza;23;CE;24;M;0;3;1;2304400;Fortaleza;23;CE;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;294;298;299;303;494;575.3;572.5;512.5;DCEADCDCECCEEBDBBABCCEECDBECBADACCBCCCCDCCCCB;CBDCDBACECEADCCDBDAEBDEEAAABECBCACDCEABCEACAB;ACABC99999EBCBBCABDABCADACEABEDEDDCAAABEADCEBCEABB;.ACCCDC.ADEEDDCCCCBBAECEC.CAAACCECAACCCCEACAA;0;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;80;80;80;80;440;D;E;B;B;7;G;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;E;A;B;B;C;A;E;5;5;5;5;5;5;5;5;5;0;5;5;5;B;A;A;D;A;A;A;A;A
160000398275;2016;5208707;Goiânia;52;GO;18;M;0;3;1;5206404;Crixás;52;GO;3;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE GOIÁS;52;GO;5208707;Goiânia;52;GO;1;1;1;1;291;295;302;306;749.6;648.5;627.3;764.7;BCADBDEDCCBADBDEACBEBDBECDCCAAACEBEDBCACDEDEE;BCCACBDCCEEDDCAEBDBADEECBBCCAEEBDAECBDACAADEA;ADEAA99999DEABACABCDBCCDCAEEEDAAEAAEEACCAADCBBDADE;CEEBDBDADEBDCCBABECBE*CDDCDCDDABAACEBDCCACBBA;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;160;200;200;200;140;900;E;G;C;D;4;I;A;B;C;A;A;B;B;B;A;B;A;A;B;A;B;E;A;C;B;A;;;;;;;;5;5;0;0;0;5;0;;A;A;A;A;C;A;A;A;A
