NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_SABATISTA;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_MACA;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050
160000301384;2016;2507507;João Pessoa;25;PB;23;M;0;3;1;2507507;João Pessoa;25;PB;1;7;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2507507;João Pessoa;25;PB;1;1;1;1;292;296;300;304;550;629.4;574;462.9;AEDCCECBBACBBBADBBBCAACDAEBABDCBAEACADEEBEACD;EEECADBDDCDCADABCCDDEDCAADEADAACEDABCBBEADCCB;99999ACDCBEABDBBBBAACAECDDBDBAABCEDBEAECBBACEEBEDE;CABCBCABDABDCBBEBADECAAABDDCABECBAADDBBAEBEBC;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;120;100;120;120;580;E;E;D;D;2;B;A;B;C;A;A;B;A;A;A;A;A;A;C;B;B;C;B;B;B;A;;;;;;;;0;5;5;5;5;2;5;;C;A;A;A;A;D;A;A;A
160000000001;2016;4128708;Vitorino;41;PR;20;M;0;1;1;4118501;Pato Branco;41;PR;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4118501;Pato Branco;41;PR;1;1;1;1;294;298;301;305;576.6;669.8;610.1;423.6;ACBDDEACAECEABDBCABDEDDEBCBCACDACADCABECACDCA;EDEDDDACDBEDDACABECCDDCECBEEEEAAAADAAABBEBCAD;99999BCBCCAAACCABDCCABBCCEEABACCADBBCBDADACCCADADD;EEEBCDCCCBCEBDCCABAABBCBBBDEACCDBECBBDECABDCA;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;120;120;120;120;80;560;H;H;F;F;5;D;A;B;D;B;A;B;B;B;A;B;A;A;B;B;A;C;B;B;B;A;;;;;;;;0;5;5;5;5;5;5;;A;A;A;A;A;D;A;A;C
160000000002;2016;2927408;Salvador;29;BA;21;M;0;3;1;2927408;Salvador;29;BA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2927408;Salvador;29;BA;1;1;1;1;292;296;299;303;485.8;576.9;637.4;414.6;BAADDBAABDAADDECBEBAEAEBBADBBAADCDCBAEDECBBED;DEBCDDEDDDDDABDCECBDBDBAADECDCECDAEBAAEBDDADA;CEDEA99999DBBBBDABDADEADEADDCEECCAAAAABEACCABCABEB;BBAAEBDEBDCCBBBDCBBCACCEBDDBAABADBBCBBCDDDCCB;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;100;80;80;100;480;B;E;D;D;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B;A;;;;;;;;5;5;3;5;3;5;5;;B;A;B;A;A;A;D;A;C
160000000003;2016;1501402;Belém;15;PA;17;M;0;1;1;1501402;Belém;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1501402;Belém;15;PA;1;1;1;1;294;298;299;303;571.4;628.6;646.2;709.4;DDDDDBDCABCEABDBCDCBEDEABDACBDAACCACDBBBAADAA;BEDABEACEAEBDACABADDDDCECAEBEEBAAABECADDDCCDD;99999CCEEBDBBBCCEDDADEADAEEACEBECEAAABDEAECABCADDB;CADECACCDECBDCCBCDBDBEAEADDCCDABDAADCECDBAABE;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;120;120;140;120;620;E;E;E;D;5;B;A;B;B;A;A;B;B;B;A;A;A;A;B;B;A;B;A;A;B;A;;;;;;;;5;5;3;4;3;5;5;;D;A;A;A;A;E;A;A;A
160000000004;2016;5300108;Brasília;53;DF;36;F;2;1;1;4106902;Curitiba;41;PR;1;10;1;;0;;;;;;;;;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;20;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;;;;0;0;0;0;0;0;0;;A;A;A;A;A;A;A;A;A
160000000005;2016;2304400;Fortaleza;23;CE;20;M;0;3;1;2304400;Fortaleza;23;CE;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;294;298;302;306;556.9;537.3;585.1;708.1;DABDAECBADEADCDBCAACACEBBDABDBDACCDAEDCDDCBCA;EDDDBEACECBCDBEBBCBACDCCEBBAAEEDACBDAADCDECAB;99999CACDBDEBBACABCCBCBABCDEEDACCAADACECABCEBBAAEC;CEEBDBCDDCCDCBBADEAEDCCDABDDABAECDEECECEDAABB;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;100;160;120;100;600;H;B;C;B;3;B;B;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;C;D;B;3;0;3;5;5;5;5;0;0;0;5;5;5;D;A;A;A;A;B;A;A;A
160000000006;2016;2304400;Fortaleza;23;CE;41;M;1;3;1;2211001;Teresina;22;PI;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2304400;Fortaleza;23;CE;1;1;0;0;292;296;;;629.2;644.7;;;BEDBCAEABBBCDCADDEBEECDAABDEADBBBEDBEDDAEABCE;DEBABDEDCBBDACDDCCBDBEEADDEDDCDAECEECABADDCED;;;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;;;;;;;;;;G;G;D;D;4;B;A;B;B;A;A;B;B;B;A;A;A;B;B;B;A;B;B;B;B;A;;;;;;;;5;5;5;5;5;5;5;;D;A;A;A;A;E;A;A;A
160000000007;2016;2304400;Fortaleza;23;CE;19;F;0;1;1;2304400;Fortaleza;23;CE;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;291;295;300;304;734.3;698.1;650.4;798.7;BCDBBCCDCCBADBDDABBEBDAEBDCCAEACDBEDBCACDEEEE;ECBDCBDCCBBDDBEEADEDCECCABBCDEECDADBBDACEDDBA;DABEA99999DADEBABCAACEEBDEBDCDBADCEEBDECDBCBDEBEBA;DCAACCEABEEDCBDDCEAECADBDBBAABBDABDEBBCDADAEE;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;200;180;200;200;200;980;F;G;D;E;4;J;D;D;E;B;A;C;B;B;A;B;A;A;E;B;B;E;B;D;B;A;;;;;;;;5;5;2;1;4;4;5;;C;A;A;A;A;D;A;A;A
160000427444;2016;3506003;Bauru;35;SP;27;F;0;1;1;3525300;Jaú;35;SP;1;9;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3506003;Bauru;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;F;D;F;3;F;D;C;D;C;A;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;;;;;;;;5;5;0;0;0;1;4;;C;A;A;A;A;D;A;A;A
160000427445;2016;3550308;São Paulo;35;SP;23;F;1;3;1;3550308;São Paulo;35;SP;1;5;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;1;1;1;1;292;296;300;304;392.4;474.6;469.9;422.5;DCCBDDACABEDABBCCDBDACCBBEABBCBAEDDDCADEEEEBA;ECADAEDCEDDCAACEEBBEAECEABAEDEEDCBABABBEADDCC;99999ADBBDAABBADBAAEAAADCDAAAEDAEEECECABDEACEDEEEC;AEBCBCBCCCDDD*BBBCCDBCBDBEECCDABDEAEDABDEBCBE;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;140;120;120;140;60;580;D;D;B;B;2;B;A;B;B;A;A;B;A;A;A;B;A;A;B;B;B;C;B;B;B;C;B;E;5;5;3;5;5;5;5;5;5;0;3;5;5;A;A;A;A;A;A;A;B;A
160000427446;2016;3304557;Rio de Janeiro;33;RJ;19;M;0;3;1;3304557;Rio de Janeiro;33;RJ;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;294;298;301;305;443.9;484.2;514.7;404.6;AACCCCBCEBDAABAECDCAEDCADEACEEAEADADDDACBDCDD;EBDADBACDABCCDCACEAADEBCCDDADCDADAEECADEABECD;99999ECDDAAACCDDBCEDACCECCEBBADEACBCDBAEBCDCCEACBA;AACBDECEBDDBCBADBACEADCEBDAEADDBEACADEEACCAAD;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD;CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD;1;80;80;80;80;80;400;B;B;F;F;2;C;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;A;;;;;;;;5;5;4;5;5;5;5;;B;A;A;A;A;A;A;A;A
160000427447;2016;2408003;Mossoró;24;RN;26;F;;3;1;2408003;Mossoró;24;RN;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SECRETARIA ESTADUAL - RN;24;RN;2408102;Natal;24;RN;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;B;B;3;C;A;B;C;A;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B;C;F;D;2;5;1;3;5;5;5;5;5;5;5;5;5;A;A;A;A;D;A;A;B;B
160000427448;2016;3205309;Vitória;32;ES;30;M;0;1;1;3205309;Vitória;32;ES;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3205309;Vitória;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;C;F;3;G;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B;C;F;E;4;4;5;5;5;5;5;5;5;4;4;5;5;A;A;A;A;A;A;A;A;A
160000427449;2016;2403251;Parnamirim;24;RN;29;M;0;1;1;2408102;Natal;24;RN;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2408102;Natal;24;RN;1;1;1;1;291;295;300;304;460.1;582.1;585;551.6;CDCAADCDDDBABCBAADACDBDABDDEADADDDDBADBCDCDEB;BCEBCBDBEEBDEDCECDBDDEACBBCBCEEEDBACBCBCBBDAA;DECEC99999AADEBBEDAADEBCDDBDCABDDCABDACBDBBDCABBDB;CBDCEEDCEAACCBAEABCDCBDADBBCBCCDEBABDEDABDCAC;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;120;100;100;40;480;H;G;B;E;3;M;A;D;E;C;A;B;A;B;A;B;A;A;D;B;B;D;B;C;B;C;G;C;3;0;5;5;0;5;5;0;0;0;5;5;5;C;A;A;A;A;D;A;A;A
160000427450;2016;3106200;Belo Horizonte;31;MG;17;F;0;3;1;3106200;Belo Horizonte;31;MG;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;C;B;B;2;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;B;A;B;B;B;B;B;4;0;3;4;5;5;5;0;1;0;0;4;;A;B;B;B;C;A;A;A;A
160000427451;2016;2611606;Recife;26;PE;60;F;3;1;1;2611606;Recife;26;PE;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2611606;Recife;26;PE;1;1;1;1;292;296;302;306;440.6;439.7;434.1;367.5;ABADCEBBDBABABCCBADABCADACCEEDDCDCBBDACABDADD;ADBEBCBBEDADECAABEACADBADDDEADECBBBBABEABBCCD;99999ADBEBABECACEBDDECEBCCCBCCAAACCBBDADBBAEDBBABC;DAADDEAAECACADBBCDADBBBADDAABCDCDCCDDBBABCDDD;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;80;80;80;80;20;340;C;B;B;B;4;D;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;B;B;B;A;;;;;;;;5;5;1;5;1;1;5;;A;A;A;A;A;A;A;A;A
160000427452;2016;3205200;Vila Velha;32;ES;16;F;0;3;1;3205200;Vila Velha;32;ES;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3205200;Vila Velha;32;ES;1;1;1;1;351;356;364;369;632.7;648.1;602.5;722.5;AEECADDCCAACEDDACDDCEBCCBDDEBBADCBADBCEBBEDAB;DDEEDDDAACBAABEDBDCAEDECBDECBADBBCCBCABDDAEEC;DDACC99999A*ACDCBAECCCDAAECCEAEBDAECEBDACBEEBDEBDC;B*ADBCDEDBDCBCACEDCBACCECECBBCCBCBDCBDCBACCDC;0;AADCACCECACDEDXCCDCCAACBCBDEBEBACCAEBDEBBEDAB;DEBEEDDEBBBBABADEDCBECABDDEEEAABBCCBCABDDAEEC;DDABCCBCDAACAEACDACCCCDAAECCECEBDAACEEDAEBECADBBDD;BCABBDDBDCDCCCACEDCBADEEEECAACEACEBCBDEBBBDDD;1;160;140;140;160;160;760;G;F;B;E;3;H;B;B;D;A;A;B;B;B;A;B;A;B;D;B;B;C;B;C;B;A;;;;;;;;5;5;3;3;3;4;5;;C;A;A;A;C;D;A;A;A
160000427453;2016;5300108;Brasília;53;DF;17;M;0;1;1;5208707;Goiânia;52;GO;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5208004;Formosa;52;GO;1;1;2;2;291;295;;;871.3;859.1;;;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;;;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;;;;;;;;;;G;G;E;F;3;Q;A;C;C;C;A;B;B;B;A;B;A;A;E;A;A;D;B;C;B;A;;;;;;;;4;5;2;0;0;1;1;;C;A;A;A;A;D;B;B;A
160000427454;2016;5002704;Campo Grande;50;MS;20;F;0;1;1;5107602;Rondonópolis;51;MT;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5002704;Campo Grande;50;MS;1;1;1;1;293;297;300;304;646.5;577.8;592.8;662.7;EAEECDCDCEBCBDDDECDDCBCBADBEDCABBAEDBCBCABBCA;DEEDDDABDCABBCEEEDEDDACBECCBBEBDDADBBBDEACACC;99999ECDBDCAABEBBBAAEBECCEDDCCAADDBEEAECCBEBCABBBA;CBACECAAEDBDCAADCECDEDEBACBBBBDDEEDACBBDADCEE;1;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;160;160;160;180;160;820;E;F;B;B;3;F;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;B;B;B;A;;;;;;;;5;5;1;5;0;5;5;;B;A;A;A;A;A;A;A;A
160000427455;2016;2510808;Patos;25;PB;26;F;0;3;1;2510808;Patos;25;PB;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2510808;Patos;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;B;D;B;5;F;A;B;C;B;B;B;A;B;A;A;A;A;B;B;A;C;A;B;B;C;G;E;5;2;5;5;5;4;5;4;5;5;5;5;3;A;A;A;A;A;A;A;A;A
160000427456;2016;5201108;Anápolis;52;GO;18;F;;1;1;5201108;Anápolis;52;GO;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5201108;Anápolis;52;GO;1;1;1;1;293;297;302;306;610.3;626.9;594.2;509.9;ADAECDCBABBEBDDDAECDCAEDECDEDCADAADDCDBCBEBDD;DBEEBAAADADBEDABEEECDBAEEDDACEDDECEBDBDBCECEE;99999ADDEDEBEBACAECEDCCBBACCEBECEAAEDBBDAEDCCBEEBE;CBACDADBDEBEADCECCDDBBCBECDDADCEDEDCEBDCCBDAC;1;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;120;80;120;40;480;E;B;C;B;2;B;A;A;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;B;D;C;5;0;5;5;5;5;5;1;5;5;2;5;;A;A;A;A;A;A;A;A;A
160000427457;2016;3301702;Duque de Caxias;33;RJ;21;F;0;2;1;3304557;Rio de Janeiro;33;RJ;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3301702;Duque de Caxias;33;RJ;1;1;1;1;293;297;302;306;637.4;661.4;630.8;543;AEEEADDCCDBEAEDDAEDCACDDCADECCABBBDDCACEBABCE;DCEABAAADCBBECADACECDACCEDDBCEBEBADEAADEAEAEE;EDEAA99999DEDBCDABCCBCBEBAEECBDBDAABEECCABDBEBEAEE;CAEEDCDDCBCCDBCBCCDDBBADCBBBBBBEADCCCEECEACCE;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;140;160;140;120;160;720;C;G;C;D;6;H;A;C;D;B;A;B;A;B;A;B;A;B;D;B;B;D;B;B;B;A;;;;;;;;5;5;0;2;0;0;5;;C;A;A;A;A;E;A;A;A
