FCL;WM;Expected
417.85396780700336;500.88497291969566;520.0
619.3218744572769;681.910490328798;800.0
525.7941808047084;582.6112664448443;700.0
759.7208341968213;808.6377821379061;720.0
420.0342690953821;498.2840360392821;940.0
539.0349374808537;541.683953425597;400.0
447.7910209611645;514.4148864488325;600.0
689.0948209581411;724.8446382921557;680.0
483.9725331569095;523.6114720609543;820.0
506.6256518266155;544.3542388475671;760.0
432.5798360023948;496.0542047572634;360.0
579.2785560946795;614.736955009899;560.0
675.8154235524353;646.2423281183468;500.0
624.7403736357453;574.1415571022359;580.0
734.0126002152566;751.0533388530771;480.0
740.8934761605029;813.586887346208;600.0
684.3820937494124;693.416835165756;600.0
519.347806883457;533.6116933984655;640.0
591.2227023139276;619.2286576558316;660.0
439.8341834707431;531.258022518058;400.0
533.0844528631642;527.6235898645855;720.0
505.47626592778283;552.8927158787179;440.0
490.1120213029592;547.4144903261388;560.0
629.1491219744167;664.1556169802418;620.0
674.5829055245531;672.4242716064408;680.0
516.2328348700323;554.4596929028728;600.0
776.0755617331943;778.4488524754977;620.0
380.59932796663594;470.61711002359067;440.0
617.6255226777658;618.3189252807853;640.0
522.3914884920289;620.0326315955463;640.0
473.4500327723994;531.1938078909432;480.0
657.0313713920868;634.4723727858305;640.0
807.009554910818;829.4979762270132;960.0
526.068089968867;567.0833591184011;460.0
479.3904369900588;442.57496645095625;540.0
485.8105209621771;541.1251400665711;600.0
506.7624486235438;544.8975607617326;620.0
323.0112693182693;424.14418475740416;560.0
790.4911198998207;790.2911943054327;740.0
726.8628759452569;743.1124529959098;700.0
379.895445693404;463.7876537528213;360.0
469.3387136913925;494.4250305911728;560.0
626.4378381316682;633.0466976175252;560.0
603.9998918489546;620.3245113996874;780.0
726.6873361755482;725.8054882906937;600.0
757.0991385885882;756.0040964759584;640.0
521.0162293683248;532.1861948188586;620.0
550.4161233318406;671.3468804208792;640.0
535.5400227392341;547.2483123679073;700.0
475.0076954247002;549.7291435638824;480.0
759.6791028215132;765.5748383404161;760.0
454.9713926960287;496.9352385835512;460.0
533.4003859755793;544.7864294257892;760.0
420.5355488592988;477.87722214092963;380.0
588.0006123909257;582.106293706294;680.0
670.9671663640496;644.9012426422731;640.0
687.9547178178524;702.2051893689426;840.0
695.710109489003;704.1735439761883;700.0
486.78084894452627;465.77894626230704;580.0
508.6057313018817;533.3592854641081;620.0
610.5715528057052;639.4886543416992;720.0
468.85754939950965;562.04268520114;500.0
440.20972051840437;502.4734606789455;420.0
676.9625372442168;733.8806941511384;740.0
531.975721036091;594.6608696118295;760.0
494.96523756157006;607.6097934875801;620.0
532.9334998541707;591.1764995430602;660.0
734.9987532699139;719.2855454684143;840.0
788.659277392308;819.873691057694;840.0
493.201194126743;568.5842690202365;740.0
450.74777544627085;545.8522260923805;580.0
453.6338631474419;495.9869047994565;480.0
504.27071477771153;571.534358916418;720.0
609.0999364284847;565.9482176100096;660.0
498.63926621735334;537.4568409901506;500.0
456.6504019447906;512.0054300931209;520.0
407.20982272127793;502.68588098462317;440.0
552.4233410257121;581.4824207696729;660.0
465.38455004427976;531.2397740818511;520.0
507.70543179850637;574.1670436342793;520.0
541.1971162227793;610.1768933962455;620.0
609.5348999523068;619.3133924124027;720.0
426.6945751362606;504.26750089565945;700.0
457.23977718788075;488.0083847654047;700.0
613.5576658900676;653.8805275604133;740.0
468.8627798407583;515.8025800167654;580.0
579.5661624280717;637.3952269363003;680.0
631.8739759417514;639.8059617203984;440.0
724.7160245384886;667.820223366675;680.0
594.3982216421507;617.8393837613922;540.0
410.63758658253454;489.0207563704322;560.0
469.3179161663284;521.6669765480864;560.0
462.18127732368185;503.90405938078237;400.0
663.8908880360136;664.1724725408577;600.0
504.2806878235544;536.5474344373979;540.0
543.0879956387624;587.924119755756;560.0
504.83554710997106;515.7172035920979;560.0
704.366063282607;653.3666719707604;560.0
558.1699268903467;649.8630006456133;660.0
680.7021004826545;655.3984339910842;940.0
665.8124513265604;654.4729562398774;840.0
751.2487068770191;764.4022645727672;720.0
385.3717976111314;452.0521137726304;620.0
412.6489745547004;420.8693338045127;380.0
440.20847878677745;512.528904525043;580.0
612.4805942694722;629.2341378962337;680.0
468.64032435859065;533.1653722226126;500.0
458.5516560424389;461.9939871812721;560.0
662.2808349240676;653.4065205543324;600.0
691.1139451746176;648.8844078292182;640.0
499.93503551393155;538.9896080543522;420.0
701.4663847626039;669.720549735209;840.0
395.6203815812152;534.3044751834842;480.0
572.0844840970174;540.3529256178547;340.0
573.9924448904524;597.8465128746909;400.0
519.8523387861555;559.2611096809767;700.0
561.3271135998705;600.0494594354445;640.0
432.92775129427014;465.94042996242007;600.0
545.4476959108563;605.1491518536686;440.0
702.1742315780496;708.2687685828522;900.0
529.0095461831249;568.2144569682279;640.0
438.47166255927596;512.496625604285;640.0
541.3820435929406;586.509923050564;600.0
669.1488469936543;675.2823656699654;760.0
449.3947882844919;585.4125220458716;760.0
466.54586155568467;552.0554359527237;540.0
426.4467145340133;484.7322002327876;440.0
634.3346226746845;665.1253222323428;660.0
461.41047714079934;522.8333256454636;440.0
498.60218189692694;530.7766003448452;640.0
498.10069699307826;565.489010375482;520.0
428.83339187246344;473.91483180455225;440.0
483.2173093961835;458.67723370331186;560.0
438.7895791016146;473.7071633141631;440.0
498.59201989689035;558.6699202814062;600.0
709.4156751354545;702.266670521346;720.0
337.70012629979175;385.9580863726698;520.0
385.57681895101763;434.521019513006;440.0
389.97512845350303;419.01897564658987;300.0
712.6592619573796;761.903797742859;620.0
704.2029033241181;725.811260371666;640.0
445.8317718071753;460.8894701095696;540.0
547.4791394608692;548.1396340810618;600.0
494.1536052607215;551.7116018665213;540.0
561.7301285875869;555.7920583684814;540.0
529.2812806871922;595.9589970282052;580.0
415.7553173141066;473.7130173601087;420.0
663.4259466893149;653.786379125921;640.0
719.5025790098119;733.9955642870403;840.0
467.9191756554756;449.05186077834753;440.0
371.39741936773237;457.0227081059877;620.0
523.1564839576756;546.4679434427861;560.0
443.4644266825073;502.8896541848436;340.0
601.7586676056851;612.9806716260654;680.0
520.5321133799011;520.928756648656;580.0
319.16460969160477;307.7294685990338;0.0
697.585445455286;697.6748054735706;980.0
347.7704137283022;484.56138544994366;500.0
513.9550052155545;577.1299997651297;600.0
463.34620759640103;535.6088220677146;560.0
663.5937535898707;633.2260433619745;700.0
542.0995428934646;594.6599925689778;740.0
518.2143682964667;579.2612552879451;560.0
409.3049773644644;484.8081346664017;460.0
733.9871858651605;759.3563055224191;780.0
784.0000000000026;812.7259406049361;780.0
425.1319177633176;483.14883986938764;440.0
744.0459674761883;751.7607975297921;620.0
555.4253458368046;549.8706811813784;640.0
549.8373694621605;614.0128340152852;700.0
548.2180451132089;582.5615671421755;500.0
496.64635262841847;594.2601118450993;540.0
448.9577583151899;492.6977341320331;620.0
791.7350168003228;836.2531737211493;840.0
637.6613070453002;651.6227273784247;660.0
468.6239825719518;569.0398774390022;760.0
575.8156343871321;606.2096022471671;480.0
316.8118888728985;392.4987081538145;280.0
400.71459244072213;428.79455781912793;620.0
782.9889485456832;795.9421597721243;760.0
676.5782910965261;718.8455227189079;740.0
498.4355446941391;508.58235533240935;580.0
453.541449146257;495.04090114344336;440.0
785.6675485117257;796.6819218502634;620.0
419.55335145281043;429.2999353642048;460.0
531.256836655856;540.090846595604;680.0
596.9028299304878;596.6419249101724;680.0
534.3085089801774;521.7115998222413;440.0
606.6274089355434;572.6035984333249;480.0
